ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-55970,FLEX|Vegan Pasta Bake,FEAST,385.0,421.44078890012236,3.6188076305565233,0.46008487821577476,44.87,1967.59,109.47,0.94,11.65,511.06,0.12
R-65035,FLX| BEEF & MUSHROOM STEW,FEAST,250.0,3151.3509047240564,25.994518526591598,9.568714791799302,134.67,4906.74,1260.54,10.4,53.87,1962.7,3.83
R-65034,FLX| BEEF& MUSHROOM STEW+1,FEAST,370.0,3388.0384999240564,27.327209726591597,9.826461191799302,139.06,5580.22,915.69,7.39,37.58,1508.17,2.66
R-57050,FLX| Pastrami On Rye,FEAST,315.00000028,6238.378831270606,52.10700614857477,18.752712247827226,693.33,22672.47,1980.44,16.54,220.1,7197.61,5.95
R-47210,FLX|Banh Mi Tofu|PTN,FT HOMESKILLET,365.000000000008,315.7856613133712,1.4112523986175445,0.714965187096787,17.2,525.93,86.52,0.39,4.71,144.09,0.2
R-55777,FLX|Beef Vindaloo 2.0,FEAST,401.0,5034.7954403534995,39.58546805848961,14.811984799370064,298.17,7848.56,1255.56,9.87,74.36,1957.25,3.69
R-44403,FLX|Beef Vindaloo Plate,FEAST,428.0,5100.485858370539,39.929514065252924,14.82718102471905,300.57,7981.53,1191.7,9.33,70.23,1864.84,3.46
R-53069,FLX|Brown Rice|PTN,FT OASIS/CHAAT,150.0,190.25249999999997,0.40796905342946543,0.16275,118.22,348.75,126.83,0.27,78.81,232.5,0.11
R-56632,FLX|Cashew Dipping Sauce|Thai,FT SIDES ,65.0,113.11406738474837,0.38815703359968234,0.1916667657185065,45.22,3193.35,174.02,0.6,69.57,4912.85,0.29
R-55826,FLX|Corned Beef OF Sandwich +1,FEAST,269.9999880000024,5122.145981730004,40.72173441063533,15.507299941320007,226.7,8134.05,1897.09,15.08,83.96,3012.61,5.74
R-55830,FLX|Corned Beef Sandwich,FEAST,269.9999880000024,5122.145981730004,40.72173441063533,15.507299941320007,226.7,8134.05,1897.09,15.08,83.96,3012.61,5.74
R-47269,FLX|Cyprus Mannoush Pork|Oas,FT OASIS/CHAAT,455.0000000000203,2249.3811420479265,29.055489467392597,4.793396784782801,407.26,13328.5,494.37,6.39,89.51,2929.34,1.05
R-47611,FLX|Cyprus Mannoush Veg|Oas,FT OASIS/CHAAT,485.0000000000218,422.9143152111232,3.6722244519279994,1.1117293582703491,61.3,3201.78,87.2,0.76,12.64,660.16,0.23
R-44357,FLX|Falafel Plate,FEAST,605.0000000000002,837.552360891618,4.308449611268257,3.4895730251644097,146.62,2500.84,138.44,0.71,24.23,413.36,0.58
R-42426,FLX|Feta Cheese|ADD,FEAST,28.3495,252.60538479999997,2.6450083499999995,0.29653577000000003,44.21,2281.09,891.04,9.33,155.95,8046.31,1.05
R-57002,FLX|Fish IN Chips ,FEAST,301.5,949.1239718108513,12.263778277296618,1.4050364413110235,254.13,1607.36,314.8,4.07,84.29,533.12,0.47
R-56116,FLX|Japchae V2|Street,FEAST,428.0,538.9620168393225,6.532979744477318,1.2039974143765244,65.81,2436.04,125.93,1.53,15.38,569.17,0.28
R-62194,FLX|Kale & Cabbage Slaw|SIDE,FEAST,120.0,140.52932354127742,1.187034028012444,0.4603792379804181,8.41,376.1,117.11,0.99,7.01,313.42,0.38
R-62494,FLX|Kettle Chips,FEAST,50.0,50.65735,0.25079999999999997,0.07855999999999959,0.41,23.68,101.31,0.5,0.82,47.36,0.16
R-56707,FLX|Lemon Garlic Rockfish,FT OASIS/CHAAT,121.0,912.9950878203165,10.54027285941442,1.7922071692976975,242.07,1878.8,754.54,8.71,200.06,1552.73,1.48
R-55302,FLX|Lettuce Wrap Tofu|Street,FT OASIS/CHAAT,455.0,412.44165000300507,3.645645139216586,1.221114328156851,24.08,936.54,90.65,0.8,5.29,205.83,0.27
R-55240,FLX|Lettuce Wrap|PORK LARB,FEAST,427.0,1214.0221107546702,15.856990215231892,2.926552602517506,202.76,6181.15,284.31,3.71,47.48,1447.58,0.69
R-55221,FLX|Omelette Bar Veggie,FT OASIS/CHAAT,265.0,1076.4590338472328,14.558421306198177,1.9797680549314642,174.26,6535.76,406.21,5.49,65.76,2466.32,0.75
R-55220,FLX|Omlette w Protein,FT OASIS/CHAAT,295.0,1644.2281588472326,22.227621306198184,3.1936730549314585,278.8,9668.28,557.37,7.53,94.51,3277.38,1.08
R-53838,FLX|Penne & Meatballs|Diner,FEAST,1009.1111111111111,4906.848670968152,40.85680628877761,1.2760926990640962,291.59,11226.89,486.25,4.05,28.9,1112.55,0.13
R-56708,FLX|Polenta Fries w dip|GYV,FT OASIS/CHAAT,482.0,501.7384286319028,2.318668081592321,1.3973546709712013,16.28,600.24,104.1,0.48,3.38,124.53,0.29
R-64978,FLX|Porchetta sandwich,FEAST,196.0,1852.829124580568,23.54791616313306,3.9462540999450164,326.78,10586.27,945.32,12.01,166.72,5401.16,2.01
R-46793,FLX|Ras El  Apricot Rice,FEAST,160.0,290.6437436405079,1.0389292082023345,0.34993201117775463,145.77,504.99,181.65,0.65,91.11,315.62,0.22
R-56877,FLX|Salad Wrap + Cashew Sauce,FT OASIS/CHAAT,129.58333333333354,177.05144444128928,0.8351755233236953,0.2702199981780924,76.78,3036.27,136.63,0.64,59.25,2343.1,0.21
R-51504,FLX|Seafood Pancake|STR,FEAST,281.0,778.7567837969106,4.810762729023339,0.7993583890899512,54.99,2015.73,277.14,1.71,19.57,717.34,0.28
R-56876,FLX|Side Hummus|Med,FT OASIS/CHAAT,90.0,152.66545896,0.501825816,0.9739947312,11.65,820.94,169.63,0.56,12.94,912.16,1.08
R-44390,FLX|Side Marinated Olives|Med,FEAST,30.0,165.63931130321248,0.2453759952274826,0.6568775992576084,7.72,548.27,552.13,0.82,25.73,1827.57,2.19
R-56916,FLX|SLIDERS|Surf & Turf ,FEAST,285.0,3470.360763066181,23.382700907726,8.760592970898834,153.93,5795.52,1217.67,8.2,54.01,2033.52,3.07
R-55827,FLX|Spring Salad Strawberry,FEAST,180.0,147.468474025974,0.9122298701298701,0.4873842857142857,7.98,337.41,81.93,0.51,4.43,187.45,0.27
R-44370,FLX|Sultana Pilaf|SIDE,FT OASIS/CHAAT,240.0,362.540102842784,1.3477507950581942,0.3910880095974582,190.72,615.79,151.06,0.56,79.47,256.58,0.16
R-51275,FLX|Teppanyaki Beef|Street,FT OASIS/CHAAT,284.0,6855.550824809685,55.055718375040485,20.562070612325883,353.01,10326.88,2413.93,19.39,124.3,3636.23,7.24
R-56954,FLX|Traditional Bannock |SIDE,FEAST,189.0,60.21585,0.5549999999999999,0.18695999999999624,15.82,480.99,31.86,0.29,8.37,254.49,0.1
R-55831,FLX|Turkey OF Sandwich,FEAST,209.9999880000024,566.3128217300039,12.928952091307595,1.5664919413200058,65.06,899.54,269.67,6.16,30.98,428.35,0.75
R-55825,FLX|Turkey OF Sandwich +1,FEAST,209.9999880000024,566.3128217300039,12.928952091307595,1.5664919413200058,65.06,899.54,269.67,6.16,30.98,428.35,0.75
R-38612,FLX|Veg Pakora w Chutney|3 pc,FT OASIS/CHAAT,23.0,25.975517418749995,0.050925,0.035632280937500004,0.9,24.47,112.94,0.22,3.91,106.39,0.15
R-47211,FLX|Viet Spng Roll + Nuoc Cham,FT OASIS/CHAAT,100.00000000000003,102.14288853145018,0.5245733742608054,0.18386374610640147,9.35,326.91,102.14,0.52,9.35,326.91,0.18
R-56955,FLX|West coast Chowder AR,FEAST,236.588,435.55564679972656,5.758404137488942,0.6149507412595434,108.71,934.28,184.1,2.43,45.95,394.9,0.26
R-51272,FLX|WW Penne & Cheese|Diner,FT OASIS/CHAAT,797.0,936.3127975248237,8.882031878211373,1.4334094386831877,140.74,6134.13,117.48,1.11,17.66,769.65,0.18
R-64755,FNH|Funfetti cake|PTN,FT HOMESKILLET,169.9090909090909,279.5296481818182,1.9871145454545456,0.3720664545454525,23.1,1048.93,164.52,1.17,13.6,617.35,0.22
R-64405,FNH|Moroccan Beet Salad|SIDE,FT HOMESKILLET,175.0,91.10277421211666,2.1062160549146327,0.13201270909886278,3.87,114.8,52.06,1.2,2.21,65.6,0.08
R-67546,FNO|Baked 4 Cheese Penne|PTN,FT GRILL FREATURES,300.0,523.4685688632957,4.77266178274499,1.0717426979691893,96.36,4307.76,174.49,1.59,32.12,1435.92,0.36
R-50859,FNO|Flatbread|Bruschetta,MERCANTE - FOOD,215.0,454.1288291831216,4.5890448879988615,0.6523676946594763,75.98,3520.38,211.22,2.13,35.34,1637.39,0.3
R-54005,FREE|Coffee|12 oz|United Way,~United Way,392.1,269.73498502526036,0.651695892485895,0.0,3.04,558.56,68.79,0.17,0.78,142.45,0.0
R-47000,FREE|Green-To-Go|Apple Asst,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-47006,FREE|Green-To-Go|Banana,FT GRAB & GO,118.00000000000055,2561.400000000012,9.720000000000047,6.948000000000033,3.6,112.68,2170.68,8.24,3.05,95.49,5.89
R-47001,FREE|Green-To-Go|Fruit,FT GRAB & GO,143.5229376524546,891.845372416659,3.5181781316616427,2.3320056546867316,9.77,158.32,621.4,2.45,6.81,110.31,1.62
R-47027,FREE|Green-To-Go|Orange,FT GRAB & GO,130.99996201001102,51.640185024346344,0.3536998974270298,0.0,4.9,176.26,39.42,0.27,3.74,134.55,0.0
R-64350,FRESH FRUIT TART,FT DESSERTS,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-24109,FRUIT|Apple|Ambrosia,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-23912,FRUIT|Apple|Braeburn,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-23863,FRUIT|Apple|Fuji,FT GRAB & GO,192.00012288007866,68.75524400335617,0.5184003317762124,0.11712007495684798,21.98,196.74,35.81,0.27,11.45,102.47,0.06
R-48607,FRUIT|Apple|fUJI 64,FT GRAB & GO,192.00012288007866,68.75524400335617,0.5184003317762124,0.11712007495684798,21.98,196.74,35.81,0.27,11.45,102.47,0.06
R-20406,FRUIT|Apple|Gala,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-22846,FRUIT|Apple|Golden Delicious,FT GRAB & GO,168.99999324000026,60.51889757924409,0.45629998174800074,0.10308999587640015,19.35,173.17,35.81,0.27,11.45,102.47,0.06
R-20510,FRUIT|Apple|Granny Smith,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-22847,FRUIT|Apple|MacIntosh,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-23946,FRUIT|Apple|Pink Lady,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-20511,FRUIT|Apple|Red Delicious,FT GRAB & GO,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-20405,FRUIT|Avocado,FT GRAB & GO,136.00002176000348,58.56160936985749,0.3672000587520094,0.09656001544960247,0.48,0.64,43.06,0.27,0.35,0.47,0.07
R-22849,FRUIT|Banana,FT GRAB & GO,117.99994808002283,83.95696305893625,0.31859985981606165,0.2277398997944441,0.12,3.69,71.15,0.27,0.1,3.13,0.19
R-24091,FRUIT|Blackberry|Basket,FT GRAB & GO,454.0006537609414,751.2348817782298,1.2258017651545419,0.317800457632659,183.19,7375.29,165.47,0.27,40.35,1624.51,0.07
R-24092,FRUIT|Blueberry|Basket.,FT GRAB & GO,453.592,750.5586824,1.2246984,0.3175144,183.02,7368.65,165.47,0.27,40.35,1624.51,0.07
R-52600,FRUIT|Blueberry|Cup,FT GRAB & GO,128.0,211.8016,0.3456,0.0896,51.65,2079.37,165.47,0.27,40.35,1624.51,0.07
R-23642,FRUIT|Canteloupe|1/4 cut,FT GRAB & GO,203.5002035002035,87.62718762718762,0.5494505494505495,0.1444851444851445,0.71,0.96,43.06,0.27,0.35,0.47,0.07
R-23634,FRUIT|Cup|Grapes,FT GRAB & GO,114.0,48.227199999999996,0.3024,0.07952000000000001,0.39,0.53,42.3,0.27,0.34,0.46,0.07
R-22853,FRUIT|Grapefruit,FT GRAB & GO,123.00001968000315,48.48660775785724,0.3321000531360085,0.051660008265601326,4.6,165.5,39.42,0.27,3.74,134.55,0.04
R-22854,FRUIT|Grapefruit|1/2 Cut,FT GRAB & GO,61.500009840001574,24.24330387892862,0.16605002656800424,0.025830004132800663,2.3,82.75,39.42,0.27,3.74,134.55,0.04
R-24112,FRUIT|Honeydew|1/4 Cut,FT GRAB & GO,374.998125009375,161.47419262903685,1.0124949375253125,0.26624866875665626,1.31,1.76,43.06,0.27,0.35,0.47,0.07
R-22857,FRUIT|Kiwi,FT GRAB & GO,69.0000172500043,29.711407427851853,0.18630004657501165,0.04899001224750306,0.24,0.32,43.06,0.27,0.35,0.46,0.07
R-54841,FRUIT|Lemon,FT GRAB & GO,85.04849999999999,33.5261187,0.22963094999999997,0.035720369999999994,3.18,114.43,39.42,0.27,3.74,134.55,0.04
R-23317,FRUIT|Mandarin,FT GRAB & GO,70.0,27.594,0.189,0.029400000000000003,2.62,94.18,39.42,0.27,3.74,134.54,0.04
R-30502,FRUIT|Nectarine,FT GRAB & GO,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07
R-22856,FRUIT|Orange Cut,FT GRAB & GO,132.99996201001102,51.640185024346344,0.3536998974270298,0.05501998404420463,4.9,176.26,38.83,0.27,3.68,132.53,0.04
R-22855,FRUIT|Orange Whole,FT GRAB & GO,130.99996201001102,51.640185024346344,0.3536998974270298,0.05501998404420463,4.9,176.26,39.42,0.27,3.74,134.55,0.04
R-30534,FRUIT|Peach,FT GRAB & GO,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07
R-22858,FRUIT|Pear|Asian,FT GRAB & GO,139.9999440000224,60.28397588640964,0.3779998488000605,0.0993999602400159,0.49,0.66,43.06,0.27,0.35,0.47,0.07
R-30629,FRUIT|Pear|Bartlet,FT GRAB & GO,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07
R-22944,FRUIT|Pear|Green Anjous,FT GRAB & GO,229.99979300018632,99.03791086588022,0.6209994411005031,0.16329985303013228,0.8,1.08,43.06,0.27,0.35,0.47,0.07
R-48609,FRUIT|Pink Grapefruit|Cup,FT GRAB & GO,127.57275,50.28917805,0.34444642500000006,0.053580555,4.77,171.65,39.42,0.27,3.74,134.55,0.04
R-30500,FRUIT|Plum,FT GRAB & GO,84.0,36.1704,0.2268,0.05964,0.29,0.39,43.06,0.27,0.35,0.46,0.07
R-46394,FRUIT|Plum|Cup,FT GRAB & GO,170.09699999999998,73.24376819999999,0.45926189999999995,0.12076886999999999,0.6,0.8,43.06,0.27,0.35,0.47,0.07
R-40020,FRUIT|Raspberry|Basket.,FT GRAB & GO,170.0000850000425,281.29914064957035,0.4590002295001148,0.11900005950002975,68.6,2761.67,165.47,0.27,40.35,1624.51,0.07
R-52752,FRUIT|Strawberry|Basket,FT GRAB & GO,453.592,750.5586824,1.2246984,0.3175144,183.02,7368.65,165.47,0.27,40.35,1624.51,0.07
R-24810,FRUIT|Watermelon,FT GRAB & GO,112.0,48.227199999999996,0.30240000000000006,0.07952000000000001,0.39,0.53,43.06,0.27,0.35,0.47,0.07
R-38657,G&G||Brownie 2-Bite|70g,FT GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-22320,G&G|Bar|Granola|UBC,FT GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-53611,G&G|Bar|Kashi|Almond Butter,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-45858,G&G|Bar|Kashi|Chocolate Banana,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53933,G&G|Bar|Kashi|Cranberr Coconut,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-45857,G&G|Bar|Kashi|Espresso Choco,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-45860,G&G|Bar|Kashi|Pistachio Fig,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-45859,G&G|Bar|Kashi|Raspberry Choco,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-49316,G&G|Bar|Kind| Almond Caramel,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-47459,G&G|Bar|Kind| Almond Coconut,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-54977,G&G|Bar|Kind| Almond Mint Dark,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-52937,G&G|Bar|Kind| Honey Roast Nut,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-41684,G&G|Bar|Kind|Almond Sea Salt ,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-42323,G&G|Bar|Kind|Cashew Blueberry,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-42326,G&G|Bar|Kind|Cashew Raspberry,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40924,G&G|Bar|Kind|Chewy Dark Choco,FT GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-53520,G&G|Bar|Kind|Chia Mango Apple ,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-49800,G&G|Bar|Kind|Dark Choc Cherry,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-52938,G&G|Bar|Kind|Fruit & Nut,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55674,G&G|Bar|Kind|Maple Glaze Pecan,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40925,G&G|Bar|Kind|Maple Pumpkin See,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40926,G&G|Bar|Kind|Oats & Honey,FT GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-41527,G&G|Bar|Kind|Peanut Butter ,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40930,G&G|Bar|Kind|Peanut Chewy,FT GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-40506,G&G|Bar|Nutrigrain|Blueberry,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40505,G&G|Bar|Nutrigrain|Mixed Berry,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40498,G&G|Bar|Nutrigrain|Strawberry,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55471,G&G|Bar|Solo| Peanut Caramel,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38214,G&G|Bar|Solo|Chocolate,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55146,G&G|Bar|Solo|Chocolate Brownie,FT GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-38465,G&G|Bar|Solo|Chocolate Coconut,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38543,G&G|Bar|Solo|ChocolateMandarin,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38605,G&G|Bar|Solo|Dark Chocolate ,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38774,G&G|Bar|Solo|Lemon Lift,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38321,G&G|Bar|Solo|Mocha Fudge,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55676,G&G|Bar|Solo|Peanut Caramel ,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38606,G&G|Bar|Solo|Peanut Power,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38918,G&G|Bar|Solo|White Chocolate,FT GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-42824,G&G|Breakfast Round |Asst,FT GRAB & GO,1.0,1.5225,0.014800000000000002,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-23872,G&G|Cereal Cold|Large| & Milk,FT GRAB & GO,430.028,893.0794552,7.4929890000000015,0.977448719999964,100.7,3972.96,207.68,1.74,23.42,923.88,0.23
R-23873,G&G|Cereal Cold|Large|Dry,FT GRAB & GO,154.05,243.16287,0.9159375000000001,0.554487,111.68,1174.53,157.85,0.59,72.5,762.43,0.36
R-23870,G&G|Cereal Cold|Small| & Milk,FT GRAB & GO,331.025,678.080435,5.24456875,0.832803499999976,112.67,3081.49,204.84,1.58,34.04,930.89,0.25
R-23871,G&G|Cereal Cold|Small|Dry,FT GRAB & GO,91.025,142.28043499999998,0.54056875,0.3408035,65.32,735.15,156.31,0.59,71.76,807.64,0.37
R-37859,G&G|Cereal Cup Chia Plain,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-37858,G&G|Cereal Cup Mango,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-55668,G&G|Chicken Breast Grilled,FT GRAB & GO,128.4000000000011,705.4691729040331,17.682445084114892,1.9328450910093944,56.66,100.51,549.43,13.77,44.13,78.28,1.51
R-64150,G&G|CHICKPEA CURRY,FT GRAB & GO,1.0,1.6042,0.005900000000000001,0.0096099999999999,0.0,0.0,160.42,0.59,0.0,0.0,0.96
R-38654,G&G|Chips|Hardbite|Bbq,FT GRAB & GO,1.0,0.397,0.005,0.00052,0.0,0.08,39.7,0.5,0.0,8.0,0.05
R-39069,G&G|Chips|Hardbite|Jalapeno,FT GRAB & GO,50.0,19.85,0.25,0.026,0.13,3.92,39.7,0.5,0.26,7.84,0.05
R-38726,G&G|Chips|Hardbite|Natural,FT GRAB & GO,1.0,0.397,0.005,0.00052,0.0,0.08,39.7,0.5,0.0,8.0,0.05
R-38188,G&G|Chips|Hardbite|Salt Vinega,FT GRAB & GO,1.0,0.397,0.005,0.00052,0.0,0.08,39.7,0.5,0.0,8.0,0.05
R-38725,G&G|Chips|Hardbite|Wild Onion,FT GRAB & GO,1.0,0.397,0.005,0.00052,0.0,0.08,39.7,0.5,0.0,8.0,0.05
R-55974,G&G|Chocolate Parfait|Pudding,FT GRAB & GO,180.0,1366.8513463584,12.572640000000002,1.4656065278399644,144.87,7468.69,759.36,6.98,80.48,4149.27,0.81
R-54244,G&G|Coconut Cluster|Cranberry,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-54243,G&G|Coconut Cluster|Super Seed,FT GRAB & GO,1.0,4.2854,0.012199999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69
R-32633,G&G|Cup|Banana Chips|DDP,FT GRAB & GO,90.0,38.754,0.24300000000000002,0.0639,0.32,0.42,43.06,0.27,0.36,0.47,0.07
R-40931,G&G|Cup|Bob's|Oats Apple ,FT GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-40929,G&G|Cup|Bob's|Oats Blueberry,FT GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-41331,G&G|Cup|Bob's|Oats Classic,FT GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-40923,G&G|Cup|Bob's|Oats Maple,FT GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69
R-22860,G&G|Cup|Cereal Variety,FT GRAB & GO,1.0,1.4785,0.005900000000000001,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45
R-40526,G&G|Cup|Cereal|Froot Loops,FT GRAB & GO,1.0,1.4785,0.005900000000000001,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45
R-42349,G&G|Cup|Cereal|Frosted Flakes,FT GRAB & GO,1.0,1.4785,0.005900000000000001,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45
R-40507,G&G|Cup|Cereal|Rice Krispies,FT GRAB & GO,1.0,1.4785,0.005900000000000001,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45
R-45958,G&G|Cup|Choco Coco|Happy Plane,FT GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9
R-55067,G&G|Cup|Cranberry Mix,FT GRAB & GO,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46364,G&G|Cup|Fruit & Nut,FT GRAB & GO,170.09699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-45957,G&G|Cup|PB Bites|Happy Planet,FT GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9
R-42571,G&G|Cup|Raw Energy Mix|DDP,FT GRAB & GO,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46363,G&G|Cup|Trail Mix,FT GRAB & GO,170.09699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
