ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-69077,PB|Faux Real Burger|VEGAN,FEAST,241.29687500000003,420.75060167280594,1.5576674706270133,1.322547168607085,9.52,429.14,174.37,0.65,3.95,177.85,0.55
R-69079,PB|Fries & Gravy|VEGAN,FEAST,260.0,163.9245142857143,1.7279285714285715,0.3416571428571418,6.21,245.39,63.05,0.66,2.39,94.38,0.13
R-69078,PB|Harvest Burger|VEGAN,FEAST,241.29687500000003,3968.719455345007,30.692980215488166,12.324071137791169,160.3,5958.06,1644.75,12.72,66.43,2469.18,5.11
R-69075,PB|Shroom Burger|VEGAN,FEAST,226.29687500000003,260.85762392280594,1.7259061206270132,0.8507362986070851,16.19,689.47,115.27,0.76,7.15,304.67,0.38
R-64371,PEANUT BUTTER BAR - GF,FT DESSERTS,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-66611,Pecan Danish & Coffee,FT BAKERY,393.1,271.25748502526034,0.666495892485895,0.0,3.46,571.38,69.0,0.17,0.88,145.35,0.0
R-45088,Pho Pork Belly & Noodle,FEAST,956.1878734425007,1714.757066056597,17.5932844120734,2.377102499999989,400.71,6963.34,179.33,1.84,41.91,728.24,0.25
R-44861,Pho Veg with Black Garlic Tofu,FEAST,866.1878734425007,601.9218485565972,2.6517656620734007,1.0105248119214443,197.02,860.84,69.49,0.31,22.75,99.38,0.12
R-44368,Pickled Cabbage,FEAST,100.0,254.85319333333334,0.90406,0.3863793333333333,7.02,300.01,254.85,0.9,7.02,300.01,0.39
R-67029,PIE a la MODE,DESSERTS,232.0485,545.1769836750037,3.356919400000036,0.9677454374999899,57.44,3211.23,234.94,1.45,24.75,1383.86,0.42
R-44526,Pita Chips,FEAST,30.0,148.38453125,0.92934375,0.5561968749999937,29.18,1030.08,494.62,3.1,97.27,3433.6,1.85
R-38891,PITA THICK,FEAST,100.0,152.25,1.48,0.48899999999998994,41.92,1282.17,152.25,1.48,41.92,1282.17,0.49
R-70603,PLATTER|Antipasto,FEAST,10556.0,24695.31811152099,218.79773300323163,67.71876931737629,3520.96,176329.82,233.95,2.07,33.36,1670.42,0.64
R-53895,PLATTER|Fruit|FORMAL,FEAST,400.0,3047.91997489137,17.129080722174983,4.311586398940387,155.51,5418.77,761.98,4.28,38.88,1354.69,1.08
R-53894,PLATTER|Vegetable|FORMAL,FEAST,500.0,4086.243998593906,34.10193603163446,6.887643457929965,220.24,16421.34,817.25,6.82,44.05,3284.27,1.38
R-65364,POP| Kutsinta|JA,SPECIALS,171.0,211.2251209117647,0.6321488529411765,0.32976829705882055,54.94,744.56,123.52,0.37,32.13,435.42,0.19
R-58419,POP| Salted Caramel Apple Bars,SPECIALS,26.0,111.79081238461539,0.6266626923076923,0.13731649999999998,5.02,414.59,429.96,2.41,19.31,1594.58,0.53
R-58735,POP|Autumn Leaves|SIDE,SPECIALS,115.0,256.8680875,1.9687249999999998,0.608899375,31.27,1395.68,223.36,1.71,27.19,1213.63,0.53
R-61107,POP|ChileRelleno,SPECIALS,357.0,1337.321149956508,17.96052648010118,2.920674034281219,224.89,6349.47,374.6,5.03,62.99,1778.56,0.82
R-64864,POP|Flatbread| Shrimp Alfredo,FT MERCANTE,221.0,1704.351263904984,10.854500432583025,1.197798047443402,181.97,8300.35,771.2,4.91,82.34,3755.81,0.54
R-64253,POP|Marinated Tofu SIDE,FEAST,90.0,208.69410000000002,0.711825,0.5212049999999999,1.07,25.57,231.88,0.79,1.19,28.41,0.58
R-65750,POP|Miso Energy Bowl|JA,SPECIALS,433.0,667.9343673052614,2.786738759538224,1.3611245635858915,158.1,2347.28,154.26,0.64,36.51,542.1,0.31
R-58418,POP|Squash&Spinach Lasagna,SPECIALS,220.0,1232.380705594065,12.632283450384694,1.6527365163236811,207.27,10444.55,560.17,5.74,94.21,4747.52,0.75
R-65362,POP|Stuffed Pork Loin|PLATE|JA,SPECIALS,350.0,2814.832419273846,31.306889965017447,5.228934550747181,397.17,14847.3,804.24,8.94,113.48,4242.09,1.49
R-64252,POP|Thai Pork Belly SIDE,FEAST,90.0,1166.6439375,14.9949375,2.4380437499999883,204.06,6108.7,1296.27,16.66,226.73,6787.44,2.71
R-64249,POP|Thai Rice Bowl +1 Pork,FEAST,450.0,1600.269730990348,16.86433638912328,3.0984440311485653,379.37,9321.3,355.62,3.75,84.3,2071.4,0.69
R-64248,POP|Thai Rice Bowl +1 Tofu,FEAST,450.0,642.3198934903481,2.581223889123279,1.181605281148577,176.38,3238.18,142.74,0.57,39.2,719.6,0.26
R-64247,POP|Thai Rice Bowl|BASE,FEAST,360.0,433.62579349034814,1.869398889123279,0.6604002811485772,175.31,3212.61,120.45,0.52,48.7,892.39,0.18
R-54709,POP2|Chocolate Decadence Tart,FEAST,172.0,329.3342982321187,0.77433935560054,1.1821282037786738,56.27,3521.3,191.47,0.45,32.72,2047.27,0.69
R-54706,POP2|Glazed Trumpet Bowl,FEAST,553.0,339.466467752922,3.5838066082295006,0.737171414691394,21.05,740.21,61.39,0.65,3.81,133.85,0.13
R-54704,POP2|Oystermari Bowl,FEAST,450.0,549.3601105966939,2.345938679576099,1.1776332087182284,134.5,2689.39,122.08,0.52,29.89,597.64,0.26
R-54701,POP2|Sunomono Salad,FEAST,437.0,511.3819504220527,2.359499930178182,0.6084551930386018,117.5,750.56,117.02,0.54,26.89,171.75,0.14
R-66100,POPAR| Corn & Wild Rice Salad,SPECIALS,295.0,347.2071050465417,1.3131322119955378,0.7538606682683329,67.12,334.7,117.7,0.45,22.75,113.46,0.26
R-66081,POPAR|Bannock & Salmon,SPECIALS,429.0,1032.737918214947,11.99762036987823,1.6410189143388303,222.85,2900.1,240.73,2.8,51.95,676.01,0.38
R-38352,PORK CHOP,FT STICKS AND SPOONS,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-48669,PORK CUTLET (JAPANESE),FT STICKS AND SPOONS,115.0000287500072,1130.6227826556958,15.272003818000957,2.4173006043251397,208.18,6237.91,983.15,13.28,181.03,5424.27,2.1
R-46938,PORK KEBOB PLATE,FT OASIS/CHAAT,545.2425,3530.067056185341,43.78870435990772,8.059397328053935,591.64,18520.35,647.43,8.03,108.51,3396.72,1.48
R-44373,Potatoes Sumac,FEAST,180.0,81.75851017885714,0.9940572360000001,0.11674237388571426,0.63,20.09,45.42,0.55,0.35,11.16,0.06
R-44829,Potatoes-Cajun Fried,FEAST,200.0,128.5640829885812,1.29826535022245,0.22313361310255897,0.74,20.61,64.28,0.65,0.37,10.3,0.11
R-63579,POWERADE BLUE RASPBERRY 0 SUGA,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64235,PRETZEL THINS,FT GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-63545,PROMO - 2 FOR $5 - AHA 500ml /,FT BEVERAGES,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64349,PUMPKIN CHEESECAKE (tr),FT DESSERTS,1.0,8.9104,0.0933,0.01046,1.56,80.46,891.04,9.33,156.0,8046.0,1.05
R-39329,PUMPKIN PANCAKE(2),FT GRILL BREAKFAST,80.0,279.0633916666667,2.6419375000000005,0.8888749999999832,71.77,2198.71,348.83,3.3,89.71,2748.39,1.11
R-59288,Q'TINE 3  MEAL PACKAGE,MISC.,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-59289,Q'TINE MEALS SINGLE,FT UCARE - BOXES,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-64330,QUINOA DATE SQ-GF,FT DESSERTS,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-64342,RAINBOW TRAIL MIX,FT GRAB & GO,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-44384,Ras El Hanout Rice,FEAST,120.0,217.98280773038096,0.7791969061517507,0.262449008383316,109.33,378.74,181.65,0.65,91.11,315.62,0.22
R-57969,RATIO| Sandwich|FLX,OK - SANDWICH KITCHEN,209.99999999999997,695.6293004482386,7.423937239469064,1.7916846137232272,142.34,4662.82,331.25,3.54,67.78,2220.39,0.85
R-42825,RED CABBAGE,FT STICKS AND SPOONS,170.09699999999998,271.9616637522321,2.017457485714286,0.5758859239285715,11.96,532.08,159.89,1.19,7.03,312.81,0.34
R-64827,RED CURRY CHICKEN PLATE,FT STICKS AND SPOONS,402.0,1056.3821101483948,20.350225820223088,2.689282454654751,184.5,652.8,262.78,5.06,45.9,162.39,0.67
R-65598,RFPOP|Korean Fried Chick pl+1,FT HOMESKILLET,430.0,860.771405166345,13.10084301052377,1.7158758509548648,154.03,580.98,200.18,3.05,35.82,135.11,0.4
R-65602,RFPOP|Korean Fried Chick pl+2,FT HOMESKILLET,540.0,940.6779810497543,13.788389029891542,1.9067617298680428,158.85,755.7,174.2,2.55,29.42,139.94,0.35
R-65603,RFPOP|Korean Fried Chick plate,FT HOMESKILLET,300.0,766.3363609404975,12.288288623998223,1.4902834486029273,148.33,374.48,255.45,4.1,49.44,124.83,0.5
R-65600,RFPOP|Korean Fried Tofu pl +1,FT HOMESKILLET,430.0,596.2314051663448,2.010843010523771,0.9788758509548651,117.66,550.87,138.66,0.47,27.36,128.11,0.23
R-65601,RFPOP|Korean Fried Tofu pl+2,FT HOMESKILLET,540.0,676.1379810497541,2.6983890298915427,1.1697617298680432,122.48,725.59,125.21,0.5,22.68,134.37,0.22
R-65599,RFPOP|Korean Fried Tofu Plate,FT HOMESKILLET,300.0,501.79636094049727,1.1982886239982233,0.7532834486029273,111.96,344.37,167.27,0.4,37.32,114.79,0.25
R-44404,Riata,FEAST,90.0,231.3663036257366,2.1056892274949015,0.2005090473047633,18.95,929.55,257.07,2.34,21.06,1032.83,0.22
R-44406,Rice Brown Whole Grain,FEAST,120.0,152.202,0.3263752427435723,0.1302,94.58,279.0,126.84,0.27,78.82,232.5,0.11
R-30652,Rice Noodle ,FEAST,170.09699999999998,420.6747320660496,0.8690371945341613,0.384457254111801,256.47,766.54,247.31,0.51,150.78,450.65,0.23
R-39080,RICE NOODLES,FT STICKS AND SPOONS,170.09699999999998,420.6747320660496,0.8690371945341613,0.0,256.47,766.54,247.31,0.51,150.78,450.65,0.0
R-48810,RISOTTO VEG REG,FT HOMESKILLET,198.4465,432.04401320022146,2.4714408316008205,0.4831488000242463,92.78,2022.45,217.71,1.25,46.75,1019.14,0.24
R-64846,ROASTED PEAS - KETCHUP,FT GRAB & GO,1.0,0.6995,0.005900000000000001,0.0069099999999999,0.0,0.0,69.95,0.59,0.0,0.0,0.69
R-44539,ROASTED|Broccoli|Side,FEAST,150.0,113.57950238095238,1.326488095238095,0.4257845238095238,9.21,418.43,75.72,0.88,6.14,278.95,0.28
R-35144,ROCKFISH|Caribbean|Plate(Test),FEAST,530.0,1122.4508919208504,13.162891066423096,2.2312014789525287,305.07,1802.47,211.78,2.48,57.56,340.09,0.42
R-40973,RS - GINGER SNAP  COOKIE,FEAST,1.0,1.5225,0.0148,0.0,0.42,12.82,152.25,1.48,42.0,1282.0,0.0
R-40483,RS - ORGANIC APPLE ASSORTED,FEAST,181.99985076012237,65.17414655719982,0.49139959705233044,0.11101990896367464,20.84,186.5,35.81,0.27,11.45,102.47,0.06
R-39126,RS - PITA half,FEAST,50.0,76.125,0.74,0.0,20.96,641.08,152.25,1.48,41.92,1282.16,0.0
R-49306,RS - PITA whole,FT OASIS/CHAAT,60.00000000000024,91.35000000000036,0.8880000000000037,0.29339999999999516,25.15,769.3,152.25,1.48,41.92,1282.17,0.49
R-64300,RS - PUMPKIN COOKIE,FT BAKERY,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-35735,RTS| Mushroom Bao|DO NOT USE,FEAST,81.2,205.47968741720786,0.9899622378569864,0.7241784168601362,6.58,251.64,253.05,1.22,8.1,309.9,0.89
R-45017,RTS| Tropical Overnight Oats ,FEAST,300.0,212.52808229514275,0.660733908045977,0.5281972691879867,54.08,2616.74,70.84,0.22,18.03,872.25,0.18
R-32742,RTS|ApplePieOvernightOats,FEAST,345.0,453.16924102634624,1.093953426710432,0.8612320459003278,110.37,5309.34,131.35,0.32,31.99,1538.94,0.25
R-67677,RTS|Baked|Loaded Sweet Potato,FT HOMESKILLET,178.0,253.93777479410312,2.314805067871338,0.43693647154799276,18.94,866.3,142.66,1.3,10.64,486.69,0.25
R-56967,RTS|Banana Steel Cut Oats,FEAST,355.0,567.3797159919028,1.694801821862348,1.1306824898785426,101.56,4386.83,159.83,0.48,28.61,1235.73,0.32
R-68140,RTS|Beyond Bratwurst|VEGAN ,FEAST,125.0,67.9815,0.13280000000000003,0.0210199999999999,1.81,54.24,54.39,0.11,1.45,43.39,0.02
R-60381,RTS|Beyond Bread Pudding,FEAST,203.0,1111.6744261910435,11.690873947239348,1.7883529950404926,140.41,6459.66,547.62,5.76,69.17,3182.1,0.88
R-68130,RTS|Bowl|Beyond Hash,FEAST,247.0,413.3394370429189,5.2748905106936474,0.9887316426409565,60.57,1878.11,167.34,2.14,24.52,760.37,0.4
R-67923,RTS|Bowl|Breakfast Buddah ,FEAST,330.0,682.7198851023751,7.662835110042478,1.2883492586934637,118.13,3002.79,206.88,2.32,35.8,909.94,0.39
R-55946,RTS|Bowl|Buddha ,FEAST,403.0,540.408422456504,2.7232835262178643,1.5446205650624392,148.86,7572.56,134.1,0.68,36.94,1879.05,0.38
R-65942,RTS|Bowl|Chili Miso Scramble,FEAST,305.0,759.7535509459261,9.984199531976042,2.290644197153497,97.77,2944.36,249.1,3.27,32.06,965.36,0.75
R-67922,RTS|Bowl|Cocoa Quinoa|VEGAN,FEAST,355.0,496.2866866846605,1.3356797121007646,1.2080889113810165,91.03,4139.43,139.8,0.38,25.64,1166.04,0.34
R-64725,RTS|Bowl|Crispy Cauli Bowl,FEAST,340.0,489.0276952678541,2.6048838929278677,1.4209839271455555,113.24,1472.97,143.83,0.77,33.31,433.23,0.42
R-32886,RTS|Bowl|Curried Chickpea,FEAST,445.00000000000045,721.3254014822608,3.82930405885672,3.3853476859451725,136.57,2114.86,162.1,0.86,30.69,475.25,0.76
R-55942,RTS|Bowl|falafel,FEAST,305.0000000000001,610.0301983221732,2.8437339711229725,2.088417535964264,99.71,1950.16,200.01,0.93,32.69,639.4,0.68
R-36666,RTS|Bowl|Five Alarm,FEAST,318.0,539.9659231077494,4.514515260516502,1.1671246143904674,119.38,1440.41,169.8,1.42,37.54,452.96,0.37
R-54342,RTS|Bowl|Kitsilano Tofu,FEAST,265.0,498.88842000512346,1.380193307462782,1.4194676747655817,81.18,308.23,188.26,0.52,30.63,116.31,0.54
R-55057,RTS|Bowl|Mediterranean,FEAST,347.5,632.818265374441,3.5354496763476018,1.9932173912443871,95.29,1751.72,182.11,1.02,27.42,504.09,0.57
R-67926,RTS|Bowl|Quinoa Mushroom  ,FEAST,287.0,364.1864745477709,4.314777639126776,0.817525580822438,78.54,1990.44,126.89,1.5,27.37,693.53,0.28
R-50333,RTS|Bowl|Roasted squash ,FEAST,398.0,385.1345482221772,2.683793038262373,0.8711861190228555,96.79,817.26,96.77,0.67,24.32,205.34,0.22
R-27405,RTS|Bowl|Southwest ,FEAST,340.0,462.55473602132764,2.927551477855073,1.6251397696129088,84.02,1766.39,136.05,0.86,24.71,519.53,0.48
R-67607,RTS|Bowl|Tahini Tofu Buddha ,FEAST,303.0,485.0586416235996,1.9249121784818892,0.9841447777106307,131.52,5398.77,160.09,0.64,43.41,1781.77,0.32
R-40621,RTS|Bowl|Thai Coconut,FEAST,370.0,304.90823631098243,1.9975445124469697,0.7042337259050702,64.72,643.27,82.41,0.54,17.49,173.86,0.19
R-51215,RTS|Bowl|White Bean Breakfast,FEAST,370.0,1006.9663694832294,10.098848732489483,1.901433181249543,174.68,4432.26,272.15,2.73,47.21,1197.91,0.51
R-47475,RTS|Bun|Vegetable Steam(1),FT DIM SUM,50.0,50.635,0.5675,0.0,12.51,394.03,101.27,1.14,25.02,788.06,0.0
R-67600,RTS|Califlower&Broccoli Gratin,FEAST,196.0,1302.013892156448,8.485985446228604,1.9275337303364617,80.99,6568.08,664.29,4.33,41.32,3351.06,0.98
R-62295,RTS|Classic Fried Rice|SIDE,FEAST,175.0,178.12850191894037,0.7745499797351907,0.1784032930432676,91.43,427.95,101.79,0.44,52.25,244.54,0.1
R-58406,RTS|Congee|Shiitake,FEAST,345.0,109.48027126257743,0.48782807156796715,0.26296489090629005,33.18,148.92,31.73,0.14,9.62,43.17,0.08
R-50498,RTS|Crepe|Apple Cinnamon|PLATE,FEAST,600.0000000000009,528.3168752073748,4.910939285714301,1.4208464208909177,115.43,3224.81,88.05,0.82,19.24,537.47,0.24
R-61731,RTS|Crepe|Mixed Berry,FEAST,600.0000000000009,586.2464182376777,4.761805194805209,1.3745142996787967,129.07,4207.21,97.71,0.79,21.51,701.2,0.23
R-56990,RTS|Curry Root Veg|SIDE,FT SIDES ,200.0,82.4310198719161,1.0738885715195803,0.20187382670267726,1.21,32.57,41.22,0.54,0.6,16.28,0.1
R-44866,RTS|Dan Dan Noodle|Tofu,FEAST,360.0,422.4967293047147,2.823975578321511,1.202060330673264,36.99,1213.6,117.36,0.78,10.28,337.11,0.33
R-65609,RTS|Green Thai Curry|TOFU,FEAST,495.0,360.0150242619033,1.3731243382045786,0.6954644706145257,62.61,262.25,72.73,0.28,12.65,52.98,0.14
R-61906,RTS|HASH|Sweet Potato & Kale,FEAST,390.0,695.7611668546501,9.627257520601574,1.180876056968045,89.7,3065.33,178.4,2.47,23.0,785.98,0.3
R-68188,RTS|Hashbrown Omelete Bite,FEAST,107.66666666666667,177.3444853680719,1.282801434710815,0.8126428248526941,8.24,465.41,164.72,1.19,7.65,432.27,0.75
R-51266,RTS|Hummus & Pita,FEAST,163.0000000000001,272.7467322820515,1.1715859923076941,1.559593798461536,29.53,1577.77,167.33,0.72,18.12,967.96,0.96
R-67556,RTS|Kung Pao|Mushrooms,FEAST,330.0,359.6522533688279,2.2595508190013938,0.6211826741095112,133.73,3636.08,108.99,0.68,40.52,1101.84,0.19
R-61879,RTS|Lettuce Wrap|Mushroom Larb,FEAST,427.0,312.6390285656589,3.9089484890550774,0.9823173231570943,39.05,1255.83,73.22,0.92,9.15,294.11,0.23
R-51301,RTS|Mapo Tofu|PLATE,FEAST,302.0,364.0837913418808,1.887605320360046,0.7622839438009228,88.9,600.44,120.56,0.63,29.44,198.82,0.25
R-62166,RTS|Mushroom & Broccoli|PLATE,FEAST,279.0,260.9830365623996,2.104117122295751,0.5134899112292477,94.78,923.85,93.54,0.75,33.97,331.13,0.18
R-46845,RTS|Mushroom Bao|PLATE,FEAST,281.1,315.03873666330975,2.218157204117678,0.9251429690885502,53.3,685.27,112.07,0.79,18.96,243.78,0.33
R-54422,RTS|Nasi Goreng,FEAST,345.08,370.1932658262627,2.2234383951675465,0.9322667059128308,93.03,810.84,107.28,0.64,26.96,234.97,0.27
R-60391,RTS|Nutella Banana Bread pudd,FEAST,285.0,1920.390915606064,9.317122090909121,5.681404657575754,83.8,5680.2,673.82,3.27,29.4,1993.05,1.99
R-56697,RTS|Omelet|Asparagus,FEAST,261.0,848.7242591836734,13.010239795918366,1.5621938775510205,143.42,4779.3,325.18,4.98,54.95,1831.15,0.6
R-50556,RTS|Omelet|Mushroom Cheddar,FEAST,266.097,863.0634612067481,12.863679256945357,1.5763541942724641,145.2,5020.92,324.34,4.83,54.57,1886.88,0.59
R-56696,RTS|Omelet|Mushroom Pesto,FEAST,475.1,1056.9571885034015,15.369749149659864,1.8104411564625853,166.71,5995.8,222.47,3.24,35.09,1262.01,0.38
R-50555,RTS|Omelet|Spinach & Mushroom,FEAST,459.0,1055.153245170068,15.196005102040814,1.81550306122449,165.23,5930.54,229.88,3.31,36.0,1292.06,0.4
R-55222,RTS|Omelete|3 Cheese,FEAST,438.0,1209.5728966593406,16.709214241758243,1.9642937245421248,192.66,7399.04,276.16,3.81,43.99,1689.28,0.45
R-58351,RTS|Pasta|Harvest Squash,FEAST,422.5,358.9021539735187,3.2249316084036606,0.9069352101038978,75.11,3664.92,84.95,0.76,17.78,867.44,0.21
R-56509,RTS|Quesadilla|Breakfast,FEAST,560.0000000000002,1718.1391796938872,18.208706982767502,2.9239651221302383,246.74,11702.12,306.81,3.25,44.06,2089.66,0.52
R-26808,RTS|Quiche|3 Cheese,FEAST,297.0000001400015,807.0778429991591,7.94134274265386,1.5310935558861551,126.52,5200.72,271.74,2.67,42.6,1751.08,0.52
R-67355,RTS|Quiche|Beyond Western,FT GRILL BREAKFAST,325.0000000000015,817.4383595132036,8.706939937493523,1.653012616059675,130.81,4788.73,251.52,2.68,40.25,1473.46,0.51
R-67678,RTS|Quiche|Broccoli & Cheddar,FEAST,315.0000000000015,782.6936535413205,7.721715373034483,1.556566723820662,118.96,4799.8,248.47,2.45,37.77,1523.75,0.49
R-51258,RTS|Quiche|Denver,FEAST,149.0,852.2858229591861,8.505100514928218,1.642864938586532,129.09,5285.92,572.0,5.71,86.64,3547.6,1.1
R-44319,RTS|Quinoa Tabouleh Salad|SIDE,FEAST,230.0,263.63187883677085,1.4993453796466736,0.8675635634614804,35.28,1363.32,114.62,0.65,15.34,592.75,0.38
R-62271,RTS|Roasted Broccoli|SIDE,FT SIDES ,150.0,113.57950238095238,1.326488095238095,0.4257845238095238,9.21,418.43,75.72,0.88,6.14,278.95,0.28
R-56688,RTS|Shakshuka,FEAST,355.0,574.7214173345762,6.8495634611608445,1.153715067734381,91.59,3560.65,161.89,1.93,25.8,1003.0,0.32
R-67351,RTS|Spanish Rice & Beans,FEAST,288.5,385.759366988153,1.7257485116407243,1.6642070598290597,53.13,593.93,133.71,0.6,18.42,205.87,0.58
R-44841,RTS|Spring Roll|Vegetarian,FEAST,75.00000000000003,30.38100000000003,0.6442500000000004,0.0,8.42,287.49,40.51,0.86,11.23,383.32,0.0
R-55778,RTS|Sweet & Sour|Tofu|PLATE,FEAST,290.0,536.9296218357374,1.8588907818802864,1.6823972473066535,79.27,707.9,185.15,0.64,27.33,244.1,0.58
R-57581,RTS|Sweet Potato Katsu|PLATE,FEAST,397.0,462.0732074000439,4.205628002951174,0.7778703126812648,124.65,1627.14,116.39,1.06,31.4,409.86,0.2
R-68201,RTS|Tater Tots|SIDE,FEAST,180.0,99.30659548872181,0.9521593984962405,0.20528932330827063,0.51,15.03,55.17,0.53,0.28,8.35,0.11
R-58716,RTS|Toast|Mushroom Pesto,FEAST,101.5,145.70029057728718,1.6051849460663512,0.2635920521640571,15.14,740.61,143.55,1.58,14.92,729.67,0.26
R-36669,RTS|Toast|Smashed Avocado,FEAST,146.5,124.92417358007901,0.7088490301392197,0.18086569196981067,14.72,957.99,85.27,0.48,10.05,653.92,0.12
R-50811,RTS|Veg Pad Thai|VEGAN,FEAST,457.0,758.4384369190599,2.409233772636466,1.3413631970978168,272.26,3764.2,165.96,0.53,59.58,823.68,0.29
R-46280,RTS|Vietnemese Tofu Curry,FEAST,343.0,291.8417799572867,1.562089963814152,0.7714632162235849,81.78,316.03,85.09,0.46,23.84,92.14,0.22
R-44934,RTS|Wok Fried Greens|SIDE,FT SIDES ,150.0,91.75246247609074,1.2470807919458988,0.32459735653577654,7.32,333.19,61.17,0.83,4.88,222.13,0.22
R-40518,S & S CHICKEN BALLS,FT GRILL FREATURES,291.7475,682.447653809355,17.48274023796071,1.7535953991327815,60.94,325.06,233.92,5.99,20.89,111.42,0.6
R-62179,S.I. Meal Full Pkg  (Catering),MISC.,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-62177,S.I. Meal Single (Catering),MISC.,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-66021,S&S/Pansit and Tofu Plate,FEAST,350.0,570.0116618376511,3.73810729076233,1.6270543718902175,59.46,1778.61,162.86,1.07,16.99,508.17,0.46
R-47234,S&S| Katsu|Tofu,FT STICKS AND SPOONS,480.0,553.5303901029063,2.438599278003986,0.908180298577864,169.24,556.92,115.32,0.51,35.26,116.02,0.19
R-47206,S&S| Salad roll,FT HOMESKILLET,174.58333333333354,207.2411108398769,0.9717305540192991,0.3095678077578943,77.66,3067.11,118.71,0.56,44.48,1756.82,0.18
R-55436,S&S| Sambal Green Beans|SIDE,FT SIDES ,120.0,252.21701999999996,0.8787453333333333,1.9016867333333336,0.06,2.8,210.18,0.73,0.05,2.33,1.58
R-53919,S&S| Summer Roll DOZ|FORMAL,FEAST,900.0000000000023,1051.5269567610867,6.404759788628662,1.4815645755460103,484.58,5518.77,116.84,0.71,53.84,613.2,0.16
R-51226,S&S|Add Fried Tempeh,FT STICKS AND SPOONS,50.0,95.8083552595875,0.3126078946432895,0.23468342104635528,0.35,1.73,191.62,0.63,0.7,3.46,0.47
R-51236,S&S|Add Pacific Rockfish,FT STICKS AND SPOONS,90.0,504.26133142857145,7.031782857142857,0.7160817142857143,158.06,848.41,560.29,7.81,175.62,942.68,0.8
R-62341,S&S|ADD|Egg Roll|SIDE,FEAST,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55967,S&S|Ajitama|Ramen Egg|ADD ON,FEAST,50.0,820.5524583144896,13.607708332839582,1.484012499966875,135.57,3980.73,1641.1,27.22,271.14,7961.46,2.97
R-44832,S&S|BBean Chow Mein| PlateTofu,FEAST,485.0,371.9770129271348,3.0266625545096373,1.1344911100296686,32.36,1108.1,76.7,0.62,6.67,228.47,0.23
R-62162,S&S|Beef & Broccoli|PLATE,FT STICKS AND SPOONS,504.0,3401.2194629039523,26.73788846639945,9.944755792199048,273.25,5615.6,674.85,5.31,54.22,1114.21,1.97
R-51229,S&S|Beyond Bibimbap Bowl,FEAST,457.20000000000016,577.6640051587558,5.448361779487307,1.3422979245827442,162.51,1778.68,126.35,1.19,35.54,389.04,0.29
R-45379,S&S|Bibimbap|BEEF,FT STICKS AND SPOONS,405.0,3947.1632159764445,32.07876479161656,11.326098630764765,297.85,6727.03,974.61,7.92,73.54,1661.0,2.8
R-44873,S&S|Bibimbap|TOFU,FEAST,395.0,500.1454826431105,2.289861382525646,0.8687831004617321,128.47,765.24,126.62,0.58,32.52,193.73,0.22
R-55965,S&S|Char Siu|ADD ON,FT STICKS AND SPOONS,90.0,1576.143921,21.187074600000003,3.3965047199999843,286.02,8591.68,1751.27,23.54,317.8,9546.31,3.77
R-62094,S&S|Chicken Karaage|PLATE,FT STICKS AND SPOONS,400.0,1222.1204660624514,22.841549817355137,2.9392522833301964,141.28,5053.9,305.53,5.71,35.32,1263.47,0.73
R-47237,S&S|Chop Suey VEG|PTN,FT STICKS AND SPOONS,170.09699999999998,115.17726531034333,1.5828312484693354,0.32653432965972484,8.86,334.86,67.71,0.93,5.21,196.86,0.19
R-56107,S&S|Chow Mein|Black Bean Tofu ,FT STICKS AND SPOONS,510.0,536.5966609478385,4.444996973395139,1.6160747512943512,63.23,2061.58,105.22,0.87,12.4,404.23,0.32
R-50027,S&S|Cyrpus Pork Wrap|PTN,FT STICKS AND SPOONS,312.699,2313.6900362397814,29.506204063344526,4.767888470389363,405.9,13207.23,739.91,9.44,129.81,4223.62,1.52
