PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom,GHG Emission (g),GHG Emission(g)/StdUom,N lost (g),N lost (g)/StdUom,Freshwater Withdrawals (ml),Freshwater Withdrawals (ml)/StdUom,Stress-Weighted Water Use (ml),Stress-Weighted Water Use (ml)/StdUom,Land Use (m^2),Land Use (m^2)/StdUom
P-44338,2K18 - Sumac & Garlic Potatoes,21.0,Kg,,21000.0,g,9538.4928542,0.45421394543809523,115.9733442,0.0055225402,74064.2574,3.5268694000000003,2343788.421,111.60897242857143,13.619943619999999,0.0006485687438095237
P-43744,2K18 - Thai Larb (Pork),6.5,Kg,FEAST,6500.0,g,51388.682823158226,7.905951203562804,689.5137269660787,0.10607903491785826,9114332.671524456,1402.2050263883777,273384442.15624815,42059.1449471151,111.83229291643345,0.01720496814098976
P-44639,ADDlSoutheast Braised Beef,35.0,Kg,FEAST,35000.0,g,1044291.4068258201,29.836897337880576,8384.505867294492,0.23955731049412834,42238571.00570197,1206.8163144486275,1537587799.3273327,43931.07998078094,3181.1983036302704,0.09089138010372201
P-65630,AQlCreme Caramel,6.0,PTN,,918.0,g,4344.084000000001,4.732117647058824,23.22,0.02529411764705882,110883.5,120.78812636165577,18056436.0,19669.320261437908,5.36815,0.0058476579520697165
P-65625,AQlCreme Caramel(Flan),1.0,L,,1000.0,ml,4205.134610596098,4.205134610596098,23.67360007257601,0.02367360007257601,115874.20100531216,115.87420100531216,18274300.036167044,18274.300036167046,5.139960011289602,0.005139960011289602
P-65629,AQlCremeCaramel(Caramel),100.0,ml,,100.0,ml,205.17499999999998,2.0517499999999997,0.0,0.0,1292.5,12.925,8180.0,81.8,0.29875,0.0029875
P-65590,AQlMiso Marinade,1.34,L,,1340.0,ml,1183.480856269113,0.883194668857547,6.872262996941896,0.005128554475329773,16401.530581039755,12.239948194805788,640662.9403669725,478.1066719156511,2.681655963302752,0.0020012357935095164
P-65591,AQlSalmon Miso,1.0,piece,,227.0,g,542.3516700328632,2.3892144054311157,7.546303317129946,0.033243626947709014,168111.7242229221,740.5802829203616,908532.8500787348,4002.3473571750433,0.7631435369026427,0.0033618658013332275
P-65594,AQlTofu Marinade,223.0,ml,,223.0,ml,177.06096,0.7939953363228699,0.879916,0.003945811659192825,2904.851,13.026237668161436,144163.805,646.474461883408,0.0978512,0.0004387946188340807
P-67545,BAKED|4 Cheese Penne,12.0,Kg,,12000.0,g,20938.742754531824,1.7448952295443187,190.90647130979963,0.015908872609149968,3854321.080823224,321.1934234019353,172310416.7098269,14359.201392485575,42.869707918767574,0.0035724756598972977
P-71855,BAKED|Basil puff pastry,300.0,each,,16200.0,g,4821.180600000014,0.29760374074074164,45.56850000000014,0.002812870370370379,1107147.400000004,68.34243209876568,35778037.400000125,2208.5208271605015,13.192999999999804,0.0008143827160493706
P-26184,BAKED|Beans,9.0,Kg,PREP,9000.0,g,13475.50318148148,1.49727813127572,38.98514814814815,0.0043316831275720166,41110.42962962963,4.567825514403292,1836771.414814815,204.08571275720166,64.80122185185185,0.007200135761316872
P-56706,BAKED|Fish Greek Style,1.0,Kg,,1000.0,g,7598.020748175841,7.59802074817584,87.67425095263651,0.0876742509526365,2015552.79333046,2015.5527933304602,15596648.712609319,15596.64871260932,14.910754188591923,0.014910754188591923
P-26965,BAKED|Jalapeno Ched Cornbread,15.0,Kg,PREP,1440.0,g,23757.777142857143,16.49845634920635,236.16142857142856,0.16400099206349206,5557025.714285715,3859.045634920635,195460651.42857143,135736.5634920635,60.027999999999004,0.04168611111111042
P-67674,BAKED|Loaded Sweet Potatoes,6.0,each,,780.0,g,823.1052884615385,1.0552631903353058,8.316294871794872,0.010661916502301118,57596.448717948726,73.84160092044708,2463284.6837606835,3158.0572868726713,2.0185856837606835,0.002587930363795748
P-54666,BAKED|Pasta|Chicken Alfredo,6.176,Kg,,6176.0,g,17657.751270417422,2.859091850780023,220.72507078039928,0.03573916301496102,2698940.345735027,437.00458965916886,114860316.47640654,18597.849170402613,30.145279582576883,0.004881036201842112
P-54664,BAKED|Pasta|Chorizo Penne,7.36,Kg,,7360.0,g,21899.76690479788,2.9755118077171034,260.65052386726273,0.035414473351530265,3971502.5908185593,539.6063302742608,151673126.65941346,20607.761774376828,40.87326394838374,0.005553432601682573
P-56502,BAKED|Pasta|Shrimp Pesto,6.75,Kg,,6750.0,g,33650.427086206895,4.985248457215836,201.20946351724137,0.029808809409961685,2848089.742203448,421.93922106717747,175806246.5451276,26045.369858537422,32.530713793103324,0.0048193650063856775
P-26318,BAKED|Puff Pastry,10.0,ea,ZDONT USE OK - PREP,490.0,g,1066.5720430134447,2.1766776388029485,9.836414251861374,0.02007431479971709,234014.00988066636,477.5796120013599,7613876.677781182,15538.523832206494,2.866847559065781,0.00585070930421588
P-51235,BAKED|Rockfish,4.5,Kg,,4500.0,g,25213.06657142857,5.602903682539683,351.58914285714286,0.07813092063492064,7902868.571428572,1756.193015873016,42420333.71428572,9426.740825396826,35.80408571428572,0.007956463492063493
P-54572,BAKED|Rockfish Escovitch(Test),4.5,Kg,,4500.0,g,25359.07657142857,5.635350349206349,352.60164285714285,0.07835592063492064,7909453.571428572,1757.6563492063492,42472773.71428572,9438.39415873016,36.06508571428572,0.008014463492063494
P-67284,BAKED|Russet Potato,100.0,each,,17000.0,g,15342.177039551487,0.902481002326558,184.56873115663979,0.010856984185684693,96326.61163002413,5.6662712723543605,2892931.0513415504,170.17241478479707,22.48683661171911,0.0013227550948070065
P-56372,BATCH| Carne Asada ,1.0,Kg,PRODUCTION FOOD,1000.0,g,41909.81223985757,41.90981223985757,332.3546334766138,0.3323546334766138,1706176.4174729367,1706.1764174729367,62343163.48032288,62343.16348032288,128.14106318300531,0.1281410631830053
P-56399,BATCH| Cilantro lime Rice ,730.0,g,,730.0,g,534.5033488736365,0.73219636832005,1.459058373636366,0.0019987101008717345,319641.76528818184,437.86543190161893,1074160.0745954555,1471.452156980076,0.494111324636364,0.0006768648282689918
P-56826,BATCH| Crab cake|SLIDER,840.0,g,SEAFOOD,840.0,g,10351.250552017442,12.322917323830287,39.1577454354367,0.046616363613615125,674748.8171269916,803.2724013416566,26015466.84362902,30970.79386146312,2.99375831985641,0.0035639979998290596
P-41321,BATCH| Fish Batter 2.0,1.2,L,FEAST,1200.0,ml,2103.4855000000002,1.7529045833333334,16.46375,0.013719791666666668,776354.0,646.9616666666667,6068838.0,5057.365,2.8475,0.002372916666666667
P-56559,BATCH| Glazed Beans ,453.593,g,,453.593,g,1032.0908368807338,2.275367646504099,3.3127491213047913,0.007303351509623806,7562.462174311926,16.67235202992975,506472.7471100918,1116.5797247975427,7.2438159445463794,0.015969858319123925
P-56406,BATCH| Herbed Quinoa ,1.0,Kg,,1000.0,g,926.8073326007327,0.9268073326007327,3.3338941387481134,0.0033338941387481133,342314.2916229845,342.3142916229845,5385597.287524094,5385.597287524094,3.000787454212454,0.003000787454212454
P-56409,BATCH| Mushroom Pot Pie|FILL  ,9.5,Kg,,9500.0,g,12826.96281958743,1.3502066125881504,126.71948749194068,0.013338893420204282,954842.6230690761,100.50974979674486,54915199.7436825,5780.547341440263,22.502912931816695,0.0023687276770333362
P-56433,BATCH| Shrimp Remoulade ,1.6,Kg,,1600.0,g,12570.041052714532,7.856275657946583,42.543296694491424,0.02658956043405714,702009.4532307935,438.75590826924594,28057225.727880113,17535.76607992507,2.6494621733429806,0.0016559138583393629
P-43206,BATCH| SMOOTHIE| Mango|16oz,4.0,PTN,,453.592,g,1172.1223333333332,2.5840895195094564,4.0758,0.00898560821178504,119510.235,263.475182542902,6924433.355,15265.774870368086,1.4743666666666668,0.0032504247576382894
P-56373,BATCH| Street Corn|ELOTE,2.3,Kg,,2300.0,g,3407.576625082766,1.4815550543838112,19.22422764061419,0.008358359843745299,107551.21743670644,46.76139888552454,2614871.5061744107,1136.9006548584393,15.625933132209278,0.006793883970525773
P-56387,BATCH| Szechuan Green Beans ,500.0,g,,500.0,g,1024.0659816686643,2.0481319633373287,3.235097057833087,0.006470194115666174,11357.998053686379,22.715996107372757,798435.2200725606,1596.8704401451212,7.057571253829644,0.014115142507659287
P-67553,BATCH|3 Bean Flautas,60.0,each,,4260.0,g,11745.436200000042,2.757144647887334,107.11100000000043,0.02514342723004705,3071696.6000000117,721.055539906106,96133004.20000038,22566.43291079821,38.04589999999941,0.008930962441314416
P-67544,BATCH|4 Cheese Sauce,16.5,L,,16500.0,ml,54685.55328947368,3.314275956937799,523.5009868421052,0.03172733253588517,7163934.868421053,434.17787081339713,363726155.92105263,22044.009449760764,58.12421052631461,0.003522679425837249
P-71170,BATCH|Achiote Chicken|COOKED,35.0,Kg,,35000.0,g,176285.50000000003,5.036728571428572,4693.4,0.13409714285714286,14859350.0,424.55285714285714,15671850.0,447.76714285714286,460.92999999999995,0.01316942857142857
P-56953,BATCH|Bannock AR,12.0,each,,2268.0,g,722.5902,0.31860238095238097,6.66,0.0029365079365079364,189821.8,83.69567901234568,5771938.6,2544.946472663139,2.243519999999955,0.0009892063492063293
P-53246,BATCH|Barley Lentil Pilaf|POP,6.0,Kg,,6000.0,g,7500.734825571429,1.2501224709285714,19.884451342857144,0.003314075223809524,3153894.5847714283,525.6490974619047,9261849.871714287,1543.6416452857145,22.837815225714284,0.0038063025376190475
P-44751,BATCH|BBQ Hoisin Sauce,1.0,L,PREP,1000.0,ml,117.03399977387501,0.117033999773875,7.719249994075001,0.007719249994075,23491.624998575004,23.491624998575002,1327362.8249572502,1327.36282495725,0.535099999602499,0.000535099999602499
P-47328,BATCH|BBQ salmon ,140.0,PTN,,31780.0,g,71736.62950539186,2.257288530692003,1018.7754297693558,0.03205712491407665,22754278.141852506,715.9936482647107,123335812.2631595,3880.9254960087947,99.77105505578227,0.0031394290451788004
P-56621,BATCH|Beef Bourguignon,3.5,Kg,,3500.0,g,71541.53162500449,20.440437607144137,579.4796754466896,0.16556562155619703,2986697.7454028134,853.3422129722325,109670701.43635997,31334.486124674277,215.03296931755125,0.06143799123358607
P-71427,BATCH|Beef Sausage roll,60.0,each,,4560.0,g,2480.778,0.5440302631578947,19.77,0.004335526315789474,100632.0,22.068421052631578,3678540.0,806.6973684210526,7.587000000000001,0.0016638157894736843
P-56828,BATCH|Beef Slider Mix,5.0,Kg,,5000.0,g,207200.015,41.440003000000004,1648.175,0.329635,8388256.25,1677.65125,306612761.25,61322.55225,633.8,0.12675999999999998
P-60377,BATCH|Beyond Bread Pudding,2.25,Kg,,2250.0,g,12505.051952608243,5.557800867825885,131.4886529607582,0.058439401315892536,1579625.0850781652,702.0555933680735,72670910.71075766,32298.182538114514,20.116711720634303,0.008940760764726358
P-68129,BATCH|Beyond Hash,2.2,Kg,,2200.0,g,4351.809104166538,1.9780950473484264,56.288432447515085,0.025585651112506855,662357.5692837606,301.07162240170936,20563590.498398725,9347.08659018124,10.54154769152138,0.0047916125870551725
P-61845,BATCH|Bircher Muesli|VEGAN,2.5,Kg,,2500.0,g,2268.9245,0.9075698,4.121,0.0016484000000000002,458169.0,183.2676,23366069.0,9346.4276,3.4746,0.00138984
P-56334,BATCH|Black Bean Hash|VEGAN,3.1,Kg,,3100.0,g,8695.790644926108,2.8050937564277767,90.00197224302137,0.02903289427194238,964346.1768571428,311.0794118894009,29228237.54857143,9428.463725345622,25.54567303316908,0.008240539688119058
P-67663,BATCH|Black Bean Hummus,550.0,g,,550.0,g,671.0551232672727,1.220100224122314,1.9875167672727283,0.0036136668495867787,67410.58901636364,122.56470730247933,4721221.563040909,8584.039205528927,3.245773721272727,0.005901406765950413
P-26682,BATCH|Black/White Sesame Seeds,907.186,g,PREP,907.186,g,3891.1432,4.289245204401302,11.077599999999999,0.012210946817962356,1655556.4,1824.9360109172758,117462784.4,129480.37601991213,6.28336,0.006926209178713076
P-56479,BATCH|Blood Orange Preserve AR,2.0,L,,2000.0,ml,3830.5098861999995,1.9152549430999997,3.8090952,0.0019045476,71926.87164999999,35.96343582499999,1960154.0027499998,980.0770013749999,5.71509087,0.002857545435
P-56430,BATCH|Blueberry Compote ,375.0,ml,,375.0,ml,948.4866052980489,2.5292976141281303,1.452600036288006,0.003873600096768016,187490.60050265607,499.97493467374954,7494967.418083523,19986.57978155606,0.5920800056448009,0.0015788800150528025
P-56992,BATCH|Braised Kale,1.9,Kg,,1900.0,g,1993.387555667547,1.0491513450881826,25.613634925804107,0.013480860487265319,149812.98226094115,78.84893803207429,6767874.741540528,3562.0393376529096,7.224046941028245,0.0038021299689622342
P-67591,BATCH|Buffalo Chicken Thigh,20.0,Kg,,20000.0,g,108536.83181818183,5.426841590909092,2366.534090909091,0.11832670454545455,14588404.545454547,729.4202272727273,27905740.909090914,1395.2870454545457,269.6545454545454,0.013482727272727271
P-26847,BATCH|Butter Chicken (Thigh),90.0,Kg,PREP,90000.0,g,278741.91280000005,3.097132364444445,6236.574,0.06929526666666666,21841064.0,242.6784888888889,290302027.2,3225.5780799999998,644.4128000000001,0.007160142222222223
P-44422,BATCH|Butter Chicken Base,50.0,L,PREP,50000.0,ml,79099.44608341975,1.581988921668395,607.7059002180561,0.012154118004361121,4188974.676830209,83.77949353660418,342837675.62600714,6856.753512520143,100.25939496449942,0.0020051878992899883
P-61876,BATCH|Buttermilk Fried Chicken,5.0,Kg,,5000.0,g,28800.803779220783,5.760160755844157,618.5083008658008,0.12370166017316017,3344588.567099567,668.9177134199134,19872019.58008658,3974.403916017316,67.28932900432885,0.013457865800865769
P-56113,BATCH|Cabbage & Apple braise,5.5,Kg,,5500.0,g,7569.223761904762,1.3762225021645023,63.05619047619047,0.011464761904761905,1034535.0952380953,188.09729004329006,20895983.285714284,3799.269688311688,20.66088095238095,0.003756523809523809
P-71425,BATCH|Calabacitas,2.5,Kg,,2500.0,g,4996.791995632588,1.9987167982530352,44.774462980273775,0.01790978519210951,542829.8837993839,217.13195351975355,30492369.595114306,12196.947838045722,8.194822576041835,0.003277929030416734
